installment_value,high_installment_flag,used_voucher,delivered_in_days,delivery_speed_flag,delivery_distance_in_km,is_repeat_buyer 
79.51,0,1,7.0,1,465.5,0
10.05,1,0,2.0,1,,0
60.76,1,0,7.0,1,417.56,0
69.84,0,0,20.0,3,2316.72,0
134.59,0,0,9.0,1,338.1,0
115.81,0,0,20.0,3,933.25,1
78.51,0,0,5.0,1,626.89,0
30.18,1,0,7.0,1,239.74,0
23.48,1,0,8.0,1,578.86,0
18.85,1,0,18.0,3,1499.45,0
64.82,1,0,8.0,1,961.14,0
70.77,1,0,11.0,1,1827.06,1
57.1,1,0,11.0,1,465.48,0
115.81,0,0,8.0,1,458.77,0
51.57,1,0,13.0,2,1177.91,0
39.03,1,0,15.0,3,,0
25.95,1,0,11.0,1,313.58,0
31.1,1,0,10.0,1,223.25,0
31.1,1,0,10.0,1,223.25,0
66.64,0,0,35.0,3,670.32,0
150.54,0,0,7.0,1,,0
150.54,0,0,7.0,1,,0
150.54,0,0,7.0,1,,0
26.05,1,0,10.0,1,882.12,0
27.81,1,0,6.0,1,,0
27.81,1,0,6.0,1,,0
21.94,1,0,10.0,1,279.42,0
21.94,1,0,10.0,1,279.42,0
25.01,1,0,12.0,2,,1
12.61,1,0,3.0,1,124.12,0
58.09,1,0,7.0,1,444.95,0
214.16,0,0,8.0,1,1128.74,1
10.65,1,0,15.0,3,,1
77.6,0,0,12.0,2,,0
77.6,0,0,12.0,2,,0
5.97,1,0,8.0,1,182.96,0
80.0,0,1,8.0,1,182.96,0
52.68,1,0,11.0,1,310.65,0
84.61,1,0,32.0,3,589.46,0
35.49,1,0,18.0,3,,0
137.62,0,0,9.0,1,1107.65,0
45.19,1,0,6.0,1,383.03,0
24.72,1,0,13.0,2,221.07,0
47.63,1,1,7.0,1,71.26,0
94.39,0,0,11.0,1,536.35,0
31.87,1,0,8.0,1,,0
202.0,0,0,9.0,1,,1
48.22,1,0,19.0,3,,0
39.16,1,0,5.0,1,72.21,1
51.86,1,0,27.0,3,,0
63.01,1,0,8.0,1,,0
51.9,1,0,7.0,1,200.38,0
12.86,1,0,9.0,1,,1
69.33,0,0,11.0,1,114.05,0
50.0,1,1,13.0,2,513.63,0
20.14,1,0,13.0,2,513.63,0
37.25,1,0,7.0,1,,0
12.25,1,0,4.0,1,,0
48.22,1,0,23.0,3,371.1,0
121.58,0,0,26.0,3,2682.56,0
126.4,0,0,28.0,3,,0
11.66,1,0,11.0,1,505.8,1
53.83,1,0,8.0,1,,0
245.79,1,0,9.0,1,791.78,0
245.79,1,0,9.0,1,791.78,0
58.12,1,0,9.0,1,205.98,0
71.8,0,1,8.0,1,,0
32.06,1,0,9.0,1,357.18,0
291.43,0,0,21.0,3,173.86,0
79.36,1,0,3.0,1,,0
126.53,0,1,11.0,1,279.91,1
82.28,0,0,25.0,3,2562.52,0
18.14,1,0,16.0,3,395.61,0
18.14,1,0,16.0,3,395.61,0
18.14,1,0,16.0,3,395.61,0
17.42,1,0,2.0,1,,0
127.16,0,0,8.0,1,393.27,0
127.16,0,0,8.0,1,393.27,0
29.97,1,0,10.0,1,,0
56.73,1,0,15.0,3,1488.36,0
73.07,1,0,9.0,1,554.77,0
60.23,1,0,28.0,3,603.06,0
158.79,0,0,3.0,1,,0
135.66,0,0,9.0,1,454.99,0
135.66,0,0,9.0,1,454.99,0
135.66,0,0,9.0,1,454.99,0
28.39,1,0,6.0,1,,0
22.96,1,0,7.0,1,295.78,0
24.34,1,0,8.0,1,,1
14.08,1,0,2.0,1,87.76,1
84.23,0,0,3.0,1,,0
84.49,0,0,14.0,3,179.36,0
77.63,1,0,14.0,3,1760.73,0
103.28,0,0,17.0,3,1243.53,0
26.85,1,0,15.0,3,,0
26.85,1,0,15.0,3,,0
26.85,1,0,15.0,3,,0
26.85,1,0,15.0,3,,0
26.85,1,0,15.0,3,,0
96.22,0,0,18.0,3,252.54,0
10.78,1,0,13.0,2,,0
83.4,0,0,5.0,1,428.77,0
292.42,0,0,31.0,3,549.64,0
35.95,1,0,6.0,1,,0
75.07,0,0,9.0,1,,0
26.79,1,0,26.0,3,642.98,0
21.29,1,0,10.0,1,,0
145.24,1,0,10.0,1,318.8,0
107.44,0,0,4.0,1,,0
63.11,1,0,20.0,3,807.98,0
29.21,1,0,11.0,1,233.15,0
29.21,1,0,11.0,1,233.15,0
29.21,1,0,11.0,1,233.15,0
13.84,1,0,2.0,1,,0
15.23,1,0,12.0,2,491.69,0
32.61,1,0,3.0,1,389.39,0
29.79,1,0,13.0,2,,0
49.22,1,0,8.0,1,125.06,0
49.22,1,0,8.0,1,125.06,0
349.87,0,0,20.0,3,1064.2,0
274.39,0,0,22.0,3,,0
274.39,0,0,22.0,3,,0
274.39,0,0,22.0,3,,0
99.49,1,0,14.0,3,775.73,0
26.25,1,0,32.0,3,472.27,1
26.25,1,0,32.0,3,472.27,1
10.06,1,0,25.0,3,144.47,0
35.46,1,0,5.0,1,945.89,0
35.46,1,0,5.0,1,945.89,0
62.96,1,0,10.0,1,309.26,0
21.18,1,0,15.0,3,2093.92,0
53.19,1,0,12.0,2,423.92,0
201.65,0,0,11.0,1,904.05,1
98.63,0,0,8.0,1,114.03,0
77.57,0,0,15.0,3,578.95,0
42.97,1,0,10.0,1,484.2,0
51.32,1,0,11.0,1,49.49,0
165.8,0,0,38.0,3,,0
169.76,0,0,8.0,1,,0
65.77,1,0,3.0,1,12.66,0
39.31,1,0,10.0,1,,0
90.18,0,0,30.0,3,865.3,0
90.18,0,0,30.0,3,865.3,0
15.81,1,0,14.0,3,132.8,0
65.73,1,0,16.0,3,,0
56.58,1,0,34.0,3,678.74,0
267.99,0,0,47.0,3,308.83,0
42.75,1,0,20.0,3,32.35,0
137.98,0,0,12.0,2,751.24,0
137.98,0,0,12.0,2,751.24,0
24.91,1,0,10.0,1,,0
17.25,1,0,4.0,1,477.04,0
39.96,1,0,5.0,1,128.93,0
11.33,1,0,8.0,1,,0
32.55,1,0,13.0,2,1636.74,0
99.93,1,0,3.0,1,73.21,0
99.93,1,0,3.0,1,73.21,0
99.93,1,0,3.0,1,73.21,0
31.51,1,0,7.0,1,,0
450.89,0,0,9.0,1,549.16,0
38.79,1,0,9.0,1,501.41,0
45.61,1,0,6.0,1,,0
55.0,1,0,36.0,3,306.19,0
254.73,0,0,42.0,3,99.33,0
93.57,0,0,13.0,2,516.8,0
1184.55,0,0,18.0,3,,0
29.1,1,0,13.0,2,,0
29.06,1,0,5.0,1,,0
27.72,1,0,5.0,1,760.39,0
202.91,0,0,9.0,1,530.2,0
16.18,1,0,8.0,1,266.69,0
16.18,1,0,8.0,1,266.69,0
10.48,1,0,23.0,3,276.72,0
88.09,1,0,8.0,1,662.99,0
43.2,1,0,12.0,2,496.94,0
70.38,0,0,8.0,1,,0
70.46,1,0,10.0,1,,0
17.14,1,0,6.0,1,546.18,0
17.14,1,0,6.0,1,546.18,0
286.15,0,0,16.0,3,,0
148.45,0,0,9.0,1,,0
171.61,0,0,2.0,1,169.43,0
64.89,1,0,13.0,2,2917.73,0
24.07,1,0,13.0,2,1437.28,0
134.91,0,0,19.0,3,320.31,0
535.9,0,0,188.0,3,285.31,0
121.49,0,0,29.0,3,2194.94,0
15.62,1,0,18.0,3,1634.29,0
133.98,0,0,8.0,1,431.28,1
133.98,0,0,8.0,1,431.28,1
66.98,0,0,7.0,1,419.9,0
10.81,1,0,4.0,1,,0
10.81,1,0,4.0,1,,0
51.29,1,0,13.0,2,92.52,1
51.29,1,0,13.0,2,92.52,1
222.8,0,0,15.0,3,1181.3,0
222.8,0,0,15.0,3,1181.3,0
129.9,0,0,9.0,1,60.23,0
22.85,1,0,13.0,2,351.03,0
164.9,0,0,20.0,3,,0
377.42,0,0,15.0,3,,0
52.42,1,0,26.0,3,261.98,0
120.09,1,0,55.0,3,1060.24,0
143.08,0,0,4.0,1,,0
178.32,0,0,7.0,1,110.57,0
178.32,0,0,7.0,1,110.57,0
178.32,0,0,7.0,1,110.57,0
30.09,1,0,9.0,1,306.05,0
21.99,1,0,14.0,3,413.07,0
123.89,0,0,28.0,3,597.7,1
106.78,0,0,17.0,3,,0
106.38,0,0,10.0,1,,0
26.7,1,0,10.0,1,804.79,0
26.7,1,0,10.0,1,804.79,0
39.42,1,0,6.0,1,,0
11.8,1,0,11.0,1,383.62,0
99.22,0,0,8.0,1,528.92,0
55.1,1,0,12.0,2,639.25,0
70.93,0,0,7.0,1,34.94,0
70.93,0,0,7.0,1,34.94,0
27.34,1,0,17.0,3,305.34,0
38.48,1,0,12.0,2,,0
60.61,1,0,5.0,1,45.45,0
30.73,1,0,21.0,3,,0
30.73,1,0,21.0,3,,0
35.82,1,0,4.0,1,,0
35.82,1,0,4.0,1,,0
96.2,0,0,20.0,3,553.91,0
96.2,0,0,20.0,3,553.91,0
233.98,0,0,14.0,3,298.45,0
11.17,1,0,2.0,1,,0
62.11,1,0,11.0,1,,0
38.1,1,0,56.0,3,,0
75.16,0,0,7.0,1,746.19,0
51.98,1,0,8.0,1,357.59,0
85.79,0,0,13.0,2,810.0,0
56.85,1,0,12.0,2,269.84,0
208.31,1,0,8.0,1,,0
50.0,1,0,13.0,2,469.84,0
12.67,1,0,6.0,1,387.54,0
54.82,1,0,13.0,2,849.32,0
21.04,1,0,11.0,1,351.41,0
40.96,1,0,12.0,2,890.19,0
70.25,0,0,15.0,3,688.27,0
58.45,1,0,9.0,1,437.39,0
243.55,0,0,2.0,1,287.09,0
10.9,1,0,12.0,2,562.05,0
253.23,0,0,3.0,1,127.46,0
32.32,1,0,13.0,2,304.53,0
32.32,1,0,13.0,2,118.76,0
71.27,0,0,21.0,3,1216.56,0
68.12,0,0,14.0,3,,0
199.73,0,0,56.0,3,,0
142.76,0,0,5.0,1,40.18,0
71.39,0,0,4.0,1,408.39,0
163.68,0,0,14.0,3,893.28,0
139.33,0,0,2.0,1,49.73,0
134.45,0,0,15.0,3,249.53,0
70.06,0,0,6.0,1,,1
348.89,0,0,15.0,3,798.65,0
33.51,1,0,18.0,3,,0
96.39,1,0,2.0,1,317.91,0
96.39,1,0,2.0,1,317.91,0
96.39,1,0,2.0,1,382.38,0
43.23,1,0,31.0,3,356.45,0
37.47,1,0,7.0,1,273.27,0
37.47,1,0,7.0,1,198.7,0
37.47,1,0,7.0,1,256.04,0
192.66,0,0,8.0,1,277.75,0
12.76,1,0,2.0,1,,0
87.9,0,0,103.0,3,288.41,0
15.96,1,0,9.0,1,,0
23.38,1,0,10.0,1,,0
210.58,0,0,6.0,1,944.96,0
210.58,0,0,6.0,1,944.96,0
46.16,1,0,7.0,1,,0
46.16,1,0,7.0,1,,0
46.16,1,0,7.0,1,,0
28.21,1,0,16.0,3,,0
197.49,0,1,8.0,1,597.46,0
197.49,0,1,8.0,1,349.63,0
129.89,0,0,15.0,3,556.45,0
15.51,1,0,6.0,1,514.38,1
75.11,0,0,21.0,3,914.07,0
23.06,1,0,10.0,1,677.71,0
23.06,1,0,10.0,1,740.03,0
66.78,0,0,12.0,2,1131.96,0
11.72,1,0,15.0,3,1132.17,0
20.42,1,0,8.0,1,414.83,0
47.71,1,0,2.0,1,,0
62.39,1,0,6.0,1,,0
12.72,1,0,11.0,1,,1
41.89,1,1,11.0,1,,1
312.65,1,0,8.0,1,381.38,0
108.33,0,0,6.0,1,,0
123.52,0,0,9.0,1,297.07,0
31.08,1,0,4.0,1,341.7,0
44.01,1,0,2.0,1,,1
63.28,1,0,6.0,1,,0
18.7,1,0,11.0,1,,0
21.81,1,0,7.0,1,,0
76.66,0,0,10.0,1,,0
35.86,1,0,7.0,1,592.56,0
110.13,0,0,5.0,1,100.39,0
51.67,1,0,14.0,3,717.54,0
20.05,1,0,10.0,1,466.36,0
59.77,1,0,30.0,3,,0
77.7,1,0,22.0,3,2602.84,0
77.7,1,0,22.0,3,2602.84,0
220.84,0,0,20.0,3,,0
220.84,0,0,20.0,3,,0
86.64,0,0,14.0,3,2089.94,0
16.62,1,0,42.0,3,,1
117.13,0,0,20.0,3,682.49,0
119.93,0,0,22.0,3,569.38,0
11.78,1,0,19.0,3,402.64,0
7.16,1,1,19.0,3,402.64,0
71.72,0,0,7.0,1,,0
152.58,0,0,5.0,1,,0
152.58,0,0,5.0,1,,0
126.54,0,0,28.0,3,2317.99,0
109.5,0,0,19.0,3,1555.92,0
25.83,1,0,18.0,3,,0
93.4,1,0,18.0,3,,0
41.34,1,0,16.0,3,,0
41.34,1,0,16.0,3,,0
25.68,1,0,12.0,2,694.08,0
30.0,1,0,10.0,1,,0
93.71,0,0,3.0,1,70.25,0
57.72,1,0,7.0,1,,0
16.97,1,0,8.0,1,297.83,0
199.29,0,0,12.0,2,355.07,0
11.21,1,0,31.0,3,,0
19.29,1,0,4.0,1,,0
22.92,1,0,11.0,1,,0
11.39,1,0,13.0,2,914.84,0
30.71,1,0,20.0,3,817.59,0
404.43,0,0,25.0,3,,0
82.2,1,0,20.0,3,745.58,0
40.82,1,0,7.0,1,,0
69.55,0,0,5.0,1,,0
18.21,1,0,19.0,3,437.85,0
56.22,1,0,15.0,3,,0
31.37,1,0,16.0,3,1920.43,0
76.03,0,0,10.0,1,580.89,0
145.9,0,0,7.0,1,350.03,0
20.43,1,0,9.0,1,,0
24.38,1,0,6.0,1,324.25,0
20.23,1,0,10.0,1,319.52,0
127.6,0,0,14.0,3,408.27,0
109.5,0,0,21.0,3,1541.9,0
47.62,1,0,10.0,1,,0
87.98,1,0,5.0,1,182.78,0
87.98,1,0,5.0,1,182.78,0
87.98,1,0,5.0,1,182.78,0
87.98,1,0,5.0,1,182.78,0
87.98,1,0,5.0,1,182.78,0
36.47,1,0,16.0,3,250.22,1
36.47,1,0,16.0,3,250.22,1
30.06,1,0,6.0,1,5.24,0
63.6,1,0,11.0,1,678.23,0
79.56,1,0,7.0,1,540.44,0
169.49,0,0,19.0,3,1189.52,0
10.37,1,0,16.0,3,,0
62.12,1,0,19.0,3,1432.8,0
169.99,0,0,14.0,3,,0
10.1,1,0,11.0,1,751.28,0
71.64,0,0,8.0,1,381.43,0
63.23,1,0,20.0,3,309.35,0
58.46,1,0,6.0,1,,0
123.61,1,0,11.0,1,,0
84.66,0,0,13.0,2,,0
45.0,1,0,13.0,2,601.04,0
20.67,1,0,38.0,3,,0
43.0,1,0,2.0,1,333.34,0
57.69,1,0,39.0,3,2210.99,0
189.26,0,0,4.0,1,,0
183.75,1,0,8.0,1,487.12,0
183.75,1,0,8.0,1,822.9,0
11.03,1,0,12.0,2,592.5,1
55.01,1,0,2.0,1,,0
21.28,1,0,16.0,3,635.95,0
77.16,0,0,23.0,3,945.81,0
97.87,0,0,22.0,3,2109.94,0
63.79,1,0,10.0,1,567.84,0
38.99,1,0,13.0,2,947.63,0
57.72,1,0,5.0,1,98.47,0
77.25,1,0,4.0,1,,0
31.75,1,0,12.0,2,428.33,0
156.12,0,0,37.0,3,,0
105.15,1,0,13.0,2,,0
73.34,0,0,8.0,1,143.2,1
136.02,0,0,27.0,3,882.81,0
146.26,0,0,8.0,1,,0
37.37,1,0,8.0,1,319.82,0
10.69,1,0,7.0,1,,0
52.63,1,0,29.0,3,1672.18,0
127.8,0,0,14.0,3,1446.54,0
127.8,0,0,14.0,3,1446.54,0
30.51,1,0,9.0,1,,0
157.34,0,0,11.0,1,681.38,0
87.41,0,0,7.0,1,,0
10.03,1,0,21.0,3,,0
34.22,1,0,7.0,1,,0
36.78,1,0,7.0,1,,0
29.91,1,0,10.0,1,300.81,0
63.94,1,0,10.0,1,730.27,0
58.47,1,0,14.0,3,212.63,0
117.04,0,0,16.0,3,964.89,0
185.96,0,0,8.0,1,794.79,0
47.26,1,0,9.0,1,2264.2,0
52.32,1,0,40.0,3,,0
53.08,1,0,23.0,3,275.66,0
50.38,1,0,10.0,1,131.22,0
581.25,0,0,6.0,1,527.52,0
581.25,0,0,6.0,1,527.52,0
581.25,0,0,6.0,1,534.48,0
581.25,0,0,6.0,1,534.48,0
581.25,0,0,6.0,1,534.48,0
581.25,0,0,6.0,1,527.52,0
12.92,1,0,28.0,3,1244.47,0
39.09,1,0,9.0,1,842.88,0
44.08,1,0,22.0,3,,0
155.01,0,0,6.0,1,342.6,0
507.76,0,0,7.0,1,650.57,1
507.76,0,0,7.0,1,650.57,1
507.76,0,0,7.0,1,650.57,1
138.08,0,0,12.0,2,,0
41.29,1,0,9.0,1,451.83,0
177.82,0,0,18.0,3,2692.95,0
12.52,1,0,8.0,1,76.91,0
173.84,0,0,10.0,1,467.58,0
78.09,0,0,39.0,3,283.71,0
23.61,1,0,6.0,1,520.44,0
23.61,1,0,6.0,1,520.44,0
32.39,1,0,4.0,1,,0
11.36,1,0,5.0,1,,0
42.38,1,0,16.0,3,394.99,0
145.43,1,0,13.0,2,675.28,0
64.05,1,0,14.0,3,,0
33.37,1,0,8.0,1,572.53,0
11.86,1,0,11.0,1,122.93,0
13.99,1,0,10.0,1,391.5,0
49.24,1,0,5.0,1,,0
240.67,0,0,21.0,3,,0
110.48,0,0,7.0,1,690.93,0
73.72,0,0,8.0,1,,0
10.3,1,0,5.0,1,670.53,0
17.29,1,0,2.0,1,,0
30.27,1,0,5.0,1,65.36,1
56.94,1,0,27.0,3,1677.84,0
57.65,1,0,7.0,1,,0
313.2,0,0,8.0,1,,0
161.62,0,0,12.0,2,,0
106.95,0,0,8.0,1,,0
33.23,1,0,37.0,3,942.47,1
40.69,1,0,25.0,3,,0
72.72,1,0,22.0,3,723.44,1
47.76,1,0,6.0,1,,0
200.0,0,1,6.0,1,,0
107.68,0,0,11.0,1,2030.43,0
107.68,0,0,11.0,1,,0
51.46,1,0,3.0,1,,0
36.4,1,0,50.0,3,,0
64.32,1,0,6.0,1,,0
34.72,1,0,16.0,3,363.09,0
37.75,1,0,6.0,1,,0
110.68,1,0,4.0,1,,0
35.45,1,0,6.0,1,354.68,0
25.67,1,0,8.0,1,484.2,0
11.72,1,0,4.0,1,,0
71.04,0,0,19.0,3,769.75,0
21.25,1,0,3.0,1,208.13,0
54.14,1,0,7.0,1,276.96,0
122.32,0,0,7.0,1,,0
137.25,0,0,15.0,3,,0
42.74,1,0,8.0,1,49.9,0
42.74,1,0,8.0,1,49.9,0
13.07,1,0,27.0,3,493.09,0
241.25,0,0,13.0,2,388.21,0
11.69,1,0,8.0,1,2124.71,0
23.49,1,0,16.0,3,,0
53.77,1,0,27.0,3,414.42,0
161.1,0,0,25.0,3,,0
34.02,1,0,10.0,1,1975.24,0
128.29,0,0,12.0,2,782.51,0
115.89,1,0,16.0,3,310.72,1
20.27,1,0,8.0,1,,0
17.81,1,0,29.0,3,538.39,0
98.7,0,0,16.0,3,802.17,0
47.13,1,0,12.0,2,508.07,0
84.1,1,0,13.0,2,,0
84.1,1,0,13.0,2,,0
97.63,0,0,11.0,1,,0
35.69,1,0,37.0,3,872.97,0
58.4,1,0,20.0,3,1430.5,0
128.61,0,0,16.0,3,1960.67,0
62.41,1,0,35.0,3,101.68,0
17.49,1,0,21.0,3,2224.58,0
231.27,0,0,14.0,3,,0
76.66,1,0,7.0,1,925.82,0
29.24,1,0,14.0,3,562.6,0
219.55,1,0,34.0,3,1153.81,0
38.29,1,0,35.0,3,628.99,0
38.29,1,0,35.0,3,721.82,0
69.72,0,0,3.0,1,,0
13.96,1,0,10.0,1,,0
287.06,0,0,14.0,3,1847.18,0
58.01,1,0,9.0,1,,0
58.01,1,0,9.0,1,1016.77,0
58.01,1,0,9.0,1,,0
58.01,1,0,9.0,1,1016.77,0
57.59,1,0,39.0,3,217.02,0
62.93,1,0,17.0,3,422.56,0
160.31,0,0,11.0,1,796.03,0
53.44,1,0,14.0,3,61.78,0
17.69,1,0,10.0,1,,0
83.98,0,0,7.0,1,,0
61.04,1,0,11.0,1,1241.03,0
31.71,1,1,15.0,3,1831.49,0
12.84,1,0,15.0,3,1831.49,0
37.75,1,0,7.0,1,314.36,0
87.64,0,0,12.0,2,704.96,0
10.22,1,0,9.0,1,335.42,0
335.47,0,0,5.0,1,,0
28.55,1,0,18.0,3,935.64,0
50.0,1,1,18.0,3,935.64,0
91.57,1,0,8.0,1,96.25,0
78.36,0,0,7.0,1,882.4,0
55.01,1,0,11.0,1,550.02,0
96.7,0,0,7.0,1,352.26,0
65.0,1,0,13.0,2,451.92,0
31.74,1,1,10.0,1,,0
0.27,1,0,10.0,1,,0
58.29,1,0,11.0,1,735.76,0
176.22,0,0,8.0,1,,0
29.54,1,0,13.0,2,,1
49.02,1,0,5.0,1,11.4,0
23.61,1,0,6.0,1,,0
100.0,0,1,6.0,1,,0
52.34,1,0,2.0,1,,0
73.96,0,0,12.0,2,1476.37,0
67.53,0,0,60.0,3,,0
24.55,1,0,9.0,1,,0
24.55,1,0,9.0,1,,0
61.09,1,0,6.0,1,617.42,0
64.01,1,0,3.0,1,9.67,0
88.67,0,0,8.0,1,310.49,0
10.06,1,0,47.0,3,319.72,0
75.19,1,0,23.0,3,2263.88,0
64.32,1,0,13.0,2,847.73,0
34.98,1,0,3.0,1,151.23,0
11.29,1,0,39.0,3,,0
72.76,1,0,35.0,3,824.68,0
46.68,1,0,6.0,1,,0
86.81,0,0,7.0,1,725.62,0
11.48,1,0,9.0,1,168.65,0
442.26,0,0,13.0,2,722.63,0
12.69,1,0,6.0,1,578.17,0
79.34,0,0,10.0,1,,0
136.31,0,0,10.0,1,138.29,0
67.57,1,0,12.0,2,327.92,0
105.37,1,0,6.0,1,498.97,0
60.85,1,0,7.0,1,,0
92.19,0,0,9.0,1,676.29,0
62.64,1,0,6.0,1,288.4,1
55.0,1,0,10.0,1,667.48,0
67.36,0,0,20.0,3,431.09,0
50.34,1,0,9.0,1,365.22,1
52.87,1,0,8.0,1,643.1,0
21.31,1,0,20.0,3,2269.39,1
24.56,1,0,15.0,3,347.27,0
24.56,1,0,15.0,3,669.3,0
57.11,1,0,8.0,1,,0
75.65,0,0,14.0,3,725.21,1
53.33,1,0,16.0,3,1095.43,0
159.12,0,1,16.0,3,1095.43,0
73.55,1,0,44.0,3,2257.89,0
93.04,0,0,6.0,1,,0
112.45,0,0,5.0,1,291.69,0
29.27,1,0,2.0,1,,0
53.16,1,0,4.0,1,,0
53.16,1,0,4.0,1,,0
53.16,1,0,4.0,1,,0
53.16,1,0,4.0,1,,0
463.54,0,0,18.0,3,680.48,0
65.41,1,0,5.0,1,206.33,0
65.41,1,0,5.0,1,206.33,0
20.73,1,0,11.0,1,619.62,0
25.0,1,1,22.0,3,,0
1.6,1,0,22.0,3,,0
34.57,1,0,55.0,3,,0
51.4,1,0,10.0,1,323.0,0
54.59,1,0,12.0,2,315.79,0
208.25,0,0,9.0,1,1124.41,0
26.32,1,0,17.0,3,905.42,0
37.52,1,0,16.0,3,1091.2,0
37.51,1,0,27.0,3,1454.97,0
6.18,1,1,9.0,1,306.64,0
12.71,1,1,9.0,1,306.64,0
83.98,0,1,9.0,1,306.64,0
37.7,1,0,19.0,3,808.02,0
101.56,1,0,24.0,3,598.27,0
108.22,0,0,7.0,1,,0
108.22,0,0,7.0,1,,0
100.21,0,0,20.0,3,,0
81.15,0,0,24.0,3,,0
86.15,0,0,16.0,3,778.18,0
12.12,1,0,40.0,3,239.09,0
77.57,0,0,22.0,3,761.28,0
22.74,1,0,19.0,3,,0
62.51,1,0,9.0,1,576.74,0
65.03,1,0,36.0,3,,0
113.71,0,0,17.0,3,298.55,0
133.33,1,0,18.0,3,238.47,0
39.23,1,0,15.0,3,,0
30.86,1,0,11.0,1,241.98,0
30.86,1,0,11.0,1,241.98,0
32.31,1,0,6.0,1,298.29,0
34.09,1,0,18.0,3,368.82,0
32.93,1,0,14.0,3,862.17,0
25.37,1,0,7.0,1,270.49,0
23.88,1,0,20.0,3,341.3,0
63.28,1,0,6.0,1,,0
46.59,1,0,7.0,1,341.37,0
69.06,0,0,4.0,1,,0
11.69,1,0,11.0,1,377.34,0
11.39,1,0,7.0,1,740.97,1
33.33,1,0,3.0,1,,0
57.68,1,0,8.0,1,,0
73.18,0,0,23.0,3,1717.81,0
206.54,0,0,20.0,3,,0
206.54,0,0,20.0,3,,0
85.98,1,0,34.0,3,1278.23,1
63.5,1,0,18.0,3,,0
37.25,1,0,6.0,1,139.08,0
99.16,1,0,5.0,1,134.67,0
207.57,0,1,39.0,3,344.65,0
72.7,1,0,10.0,1,44.22,0
58.09,1,0,7.0,1,,0
45.88,1,0,6.0,1,825.43,0
17.74,1,0,7.0,1,88.56,0
29.77,1,0,7.0,1,,0
12.96,1,0,16.0,3,760.97,1
44.63,1,0,9.0,1,,0
82.42,0,0,10.0,1,51.17,0
62.5,1,0,6.0,1,,0
54.49,1,0,3.0,1,145.17,0
163.92,0,0,28.0,3,373.76,0
54.14,1,0,10.0,1,,0
54.14,1,0,10.0,1,,0
71.91,0,0,5.0,1,134.02,0
219.38,0,0,16.0,3,,0
48.31,1,0,28.0,3,115.29,0
12.65,1,0,6.0,1,,0
30.3,1,0,10.0,1,,0
30.3,1,0,10.0,1,,0
28.07,1,0,8.0,1,330.07,0
51.01,1,0,17.0,3,1424.55,0
102.57,0,0,7.0,1,,0
15.48,1,1,12.0,2,,1
26.25,1,1,12.0,2,,1
30.0,1,1,12.0,2,,1
201.89,0,0,12.0,2,182.39,1
46.77,1,0,2.0,1,,0
116.84,0,0,7.0,1,,0
116.84,0,0,7.0,1,,0
43.08,1,0,13.0,2,541.06,1
43.08,1,0,13.0,2,541.06,1
35.09,1,0,12.0,2,,1
77.38,1,0,15.0,3,,0
94.63,0,0,9.0,1,404.48,0
73.37,1,0,7.0,1,,0
45.86,1,0,13.0,2,,0
10.33,1,0,17.0,3,2121.9,0
13.83,1,0,8.0,1,554.45,0
31.22,1,0,8.0,1,,0
31.09,1,0,32.0,3,,0
53.83,1,0,14.0,3,,0
54.19,1,0,11.0,1,,0
34.66,1,0,8.0,1,174.29,0
75.08,0,0,15.0,3,1030.07,1
66.74,0,0,19.0,3,,0
21.51,1,0,20.0,3,390.53,0
23.42,1,0,8.0,1,540.94,0
35.93,1,0,5.0,1,189.29,0
75.61,1,0,25.0,3,,0
370.6,0,0,12.0,2,2482.77,0
370.6,0,0,12.0,2,2482.77,0
61.61,1,0,7.0,1,,0
215.31,0,0,15.0,3,1501.42,0
32.43,1,0,16.0,3,247.47,0
11.34,1,0,18.0,3,689.55,0
11.34,1,0,18.0,3,689.55,0
48.81,1,0,8.0,1,144.55,0
34.03,1,0,24.0,3,,0
26.71,1,0,9.0,1,411.73,0
23.72,1,0,8.0,1,,0
28.27,1,0,18.0,3,306.46,0
28.27,1,0,18.0,3,306.46,0
44.01,1,0,10.0,1,538.52,0
44.01,1,0,10.0,1,538.52,0
44.01,1,0,10.0,1,538.52,0
44.01,1,0,10.0,1,538.52,0
318.32,0,0,25.0,3,555.76,0
46.13,1,0,22.0,3,681.13,0
19.34,1,0,9.0,1,748.21,0
60.83,1,0,18.0,3,403.14,0
16.62,1,0,7.0,1,,0
153.9,0,0,7.0,1,315.17,0
25.84,1,0,6.0,1,,0
41.29,1,0,6.0,1,,0
63.72,1,0,6.0,1,458.91,1
56.5,1,0,13.0,2,,0
56.5,1,0,13.0,2,,0
175.77,0,0,15.0,3,,0
53.42,1,0,19.0,3,,0
34.1,1,0,13.0,2,,0
18.89,1,0,5.0,1,,0
18.89,1,0,5.0,1,,0
18.89,1,0,5.0,1,,0
260.5,0,0,5.0,1,,0
80.72,0,0,27.0,3,1552.33,0
145.65,0,1,7.0,1,,0
49.03,1,0,7.0,1,463.1,0
63.41,1,0,6.0,1,133.71,0
10.46,1,0,6.0,1,,1
11.1,1,0,4.0,1,,0
14.28,1,1,4.0,1,,0
21.03,1,0,10.0,1,456.12,0
51.66,1,0,11.0,1,,0
25.28,1,0,15.0,3,,0
