installment_value,high_installment_flag,used_voucher,delivered_in_days,delivery_speed_flag,delivery_distance_in_km,is_repeat_buyer 
267.52,0,0,11.0,1,647.03,0
267.52,0,0,11.0,1,647.03,0
259.9,0,0,2.0,1,,0
30.43,1,0,51.0,3,,0
169.73,0,0,2.0,1,,1
14.67,1,0,10.0,1,,0
112.83,0,0,18.0,3,569.85,0
63.25,1,0,11.0,1,398.13,0
63.25,1,0,11.0,1,398.13,0
63.25,1,0,11.0,1,398.13,0
63.25,1,0,11.0,1,398.13,0
75.16,0,0,13.0,2,728.74,0
18.4,1,0,38.0,3,528.21,0
22.58,1,0,24.0,3,725.17,0
37.5,1,0,28.0,3,793.6,0
145.69,0,0,4.0,1,,0
153.01,0,0,7.0,1,194.16,0
10.13,1,0,6.0,1,422.82,0
26.8,1,0,9.0,1,722.59,0
20.8,1,0,9.0,1,156.8,0
158.17,0,0,10.0,1,,0
78.55,0,0,8.0,1,,0
91.97,0,0,12.0,2,910.41,0
39.0,1,0,8.0,1,,0
51.79,1,0,3.0,1,224.53,0
32.85,1,0,9.0,1,,0
58.37,1,1,5.0,1,,0
71.25,1,0,10.0,1,,0
23.54,1,0,13.0,2,231.99,0
43.0,1,0,7.0,1,672.07,0
28.19,1,0,6.0,1,,0
115.34,0,0,10.0,1,290.45,0
80.88,0,0,7.0,1,82.95,0
23.61,1,0,28.0,3,565.21,0
270.47,0,0,6.0,1,79.06,0
69.16,0,0,13.0,2,412.23,0
22.36,1,0,4.0,1,61.46,0
57.07,1,0,2.0,1,64.75,0
57.0,1,0,11.0,1,308.86,0
176.34,0,0,6.0,1,349.25,0
66.69,0,0,12.0,2,515.96,0
181.51,0,0,11.0,1,,0
33.22,1,0,24.0,3,,1
13.0,1,0,42.0,3,688.16,0
13.0,1,0,42.0,3,688.16,0
76.7,1,0,28.0,3,490.05,0
55.05,1,0,14.0,3,,0
68.19,0,0,4.0,1,91.82,0
55.02,1,0,5.0,1,312.98,0
93.23,0,0,9.0,1,141.68,0
42.01,1,0,18.0,3,83.93,1
68.22,0,0,5.0,1,16.33,0
82.51,0,0,3.0,1,,0
30.82,1,0,8.0,1,,0
14.44,1,0,4.0,1,,0
37.1,1,0,9.0,1,,1
26.22,1,0,12.0,2,,0
35.79,1,0,17.0,3,1089.58,1
44.24,1,0,5.0,1,,0
49.54,1,0,10.0,1,,0
49.54,1,0,10.0,1,,0
20.46,1,0,31.0,3,1996.09,0
111.4,1,0,10.0,1,305.73,1
49.87,1,0,6.0,1,53.85,0
54.56,1,0,21.0,3,1435.42,0
35.2,1,0,4.0,1,464.68,0
73.59,0,0,23.0,3,1248.9,0
16.33,1,0,19.0,3,638.53,0
16.33,1,0,19.0,3,638.53,0
16.33,1,0,19.0,3,638.53,0
16.33,1,0,19.0,3,638.53,0
58.14,1,0,2.0,1,69.57,0
72.14,0,0,7.0,1,,0
21.58,1,0,8.0,1,,0
57.45,1,0,11.0,1,,1
57.45,1,0,11.0,1,,1
146.76,0,0,28.0,3,2144.86,0
51.18,1,0,11.0,1,756.13,0
32.77,1,0,3.0,1,,0
20.79,1,0,15.0,3,507.78,0
11.39,1,0,10.0,1,740.5,0
26.24,1,0,4.0,1,,0
60.25,1,0,3.0,1,,0
500.0,0,1,3.0,1,,0
243.14,0,0,40.0,3,892.85,0
13.85,1,0,8.0,1,104.18,0
39.19,1,0,30.0,3,598.55,0
35.69,1,0,3.0,1,,0
59.11,1,0,6.0,1,423.08,0
59.11,1,0,6.0,1,423.08,0
44.6,1,0,10.0,1,890.06,0
44.42,1,0,16.0,3,310.94,1
131.84,0,0,46.0,3,1140.33,0
131.84,0,0,46.0,3,1140.33,0
117.9,0,0,4.0,1,819.44,0
74.36,0,0,21.0,3,892.46,0
74.36,0,0,21.0,3,892.46,0
335.47,0,0,10.0,1,,0
59.91,1,0,11.0,1,196.83,0
68.71,0,0,9.0,1,,1
75.42,0,0,6.0,1,341.52,0
54.99,1,0,14.0,3,869.86,0
60.85,1,0,16.0,3,104.29,0
28.24,1,0,8.0,1,337.47,0
21.34,1,0,35.0,3,397.76,1
21.84,1,0,26.0,3,2037.44,0
10.59,1,0,3.0,1,,0
87.1,0,1,24.0,3,,0
87.1,0,1,24.0,3,,0
87.57,0,0,25.0,3,,0
86.72,0,0,3.0,1,141.87,0
84.86,0,0,14.0,3,604.77,0
112.49,0,0,5.0,1,,0
112.49,0,0,5.0,1,136.12,0
112.49,0,0,5.0,1,136.12,0
54.0,1,0,16.0,3,417.12,0
47.53,1,0,12.0,2,1316.49,0
319.9,0,0,20.0,3,,1
39.45,1,0,45.0,3,487.76,0
37.87,1,0,8.0,1,136.99,0
68.52,0,0,9.0,1,208.94,0
144.12,0,0,12.0,2,271.39,0
35.45,1,0,6.0,1,,0
34.12,1,0,8.0,1,358.33,0
41.84,1,0,8.0,1,,0
22.61,1,0,10.0,1,,0
33.78,1,0,27.0,3,856.67,0
84.09,0,0,24.0,3,1863.12,0
49.85,1,0,16.0,3,,0
49.85,1,0,16.0,3,,0
32.49,1,0,15.0,3,,0
157.2,0,0,6.0,1,95.38,0
25.96,1,0,17.0,3,,0
67.5,0,0,12.0,2,652.27,0
61.9,1,0,11.0,1,199.3,0
61.9,1,0,11.0,1,199.3,0
78.85,1,0,18.0,3,933.92,0
37.23,1,0,15.0,3,386.33,0
27.79,1,0,9.0,1,280.97,0
44.09,1,0,24.0,3,,0
88.96,0,0,5.0,1,322.2,0
59.87,1,0,8.0,1,64.32,0
57.1,1,0,13.0,2,267.32,0
75.17,0,0,10.0,1,684.25,0
60.41,1,0,61.0,3,,0
19.41,1,0,28.0,3,,0
164.83,0,0,16.0,3,73.52,0
164.83,0,0,16.0,3,587.67,0
18.03,1,0,10.0,1,,0
433.98,0,0,18.0,3,,0
433.98,0,0,18.0,3,,0
69.36,0,0,9.0,1,439.8,0
164.32,0,0,11.0,1,2575.1,0
147.02,0,0,4.0,1,985.53,0
20.0,1,1,4.0,1,985.53,0
25.0,1,1,4.0,1,985.53,0
25.0,1,1,4.0,1,985.53,0
20.0,1,1,4.0,1,985.53,0
20.0,1,1,4.0,1,985.53,0
114.21,0,0,5.0,1,,0
84.48,0,0,9.0,1,287.01,0
126.43,0,0,10.0,1,660.65,0
37.38,1,0,1.0,1,,0
210.42,0,0,6.0,1,846.32,0
38.17,1,0,2.0,1,74.54,0
285.58,0,0,13.0,2,1386.74,0
70.18,0,0,8.0,1,,0
70.18,0,0,8.0,1,,0
67.44,0,0,6.0,1,,0
24.32,1,0,9.0,1,1161.8,0
83.7,0,0,18.0,3,2366.41,0
57.99,1,1,12.0,2,425.38,0
5.28,1,0,12.0,2,425.38,0
12.56,1,0,3.0,1,,0
10.26,1,0,3.0,1,,0
64.34,1,0,6.0,1,,0
12.46,1,0,6.0,1,,0
30.98,1,0,6.0,1,,1
30.98,1,0,6.0,1,,1
49.09,1,0,6.0,1,,0
82.98,0,0,6.0,1,,0
76.33,0,0,10.0,1,424.74,0
101.17,0,0,13.0,2,,0
16.81,1,0,3.0,1,2.51,0
16.81,1,0,3.0,1,2.51,0
38.99,1,0,10.0,1,310.01,0
25.71,1,0,4.0,1,17.56,0
129.35,0,0,14.0,3,482.46,1
129.35,0,0,14.0,3,482.46,1
77.65,0,0,3.0,1,344.26,0
190.45,0,0,10.0,1,346.87,0
72.33,1,0,9.0,1,289.02,0
24.98,1,0,24.0,3,467.17,0
23.66,1,0,2.0,1,,1
11.0,1,0,10.0,1,530.6,0
81.99,1,0,7.0,1,275.66,0
81.99,1,0,7.0,1,275.66,0
80.29,0,0,4.0,1,,0
10.87,1,0,4.0,1,,0
145.47,1,0,9.0,1,321.3,0
145.47,1,0,9.0,1,,0
55.88,1,0,7.0,1,259.9,0
36.76,1,1,12.0,2,373.54,0
23.4,1,0,12.0,2,373.54,0
36.75,1,1,12.0,2,373.54,0
6.13,1,1,12.0,2,373.54,0
471.42,0,0,14.0,3,1118.88,0
55.79,1,0,18.0,3,895.78,0
181.13,0,0,10.0,1,536.08,0
11.99,1,0,15.0,3,612.23,0
67.5,0,0,16.0,3,961.84,0
37.62,1,0,10.0,1,,0
68.22,0,0,15.0,3,713.65,0
53.95,1,0,41.0,3,164.57,0
22.64,1,0,10.0,1,474.29,0
20.03,1,0,12.0,2,,1
11.8,1,0,9.0,1,,0
31.63,1,0,10.0,1,708.28,0
110.49,1,0,3.0,1,98.28,0
34.14,1,0,4.0,1,475.99,0
34.14,1,0,4.0,1,475.99,0
84.82,0,0,45.0,3,,0
84.49,0,0,27.0,3,127.27,0
84.49,0,0,27.0,3,127.27,0
28.78,1,0,7.0,1,,0
20.88,1,0,5.0,1,242.95,0
10.13,1,0,18.0,3,277.81,0
67.82,0,0,9.0,1,812.59,0
21.28,1,0,34.0,3,1809.33,1
629.37,0,0,4.0,1,95.27,0
59.6,1,0,16.0,3,,0
10.66,1,0,12.0,2,,0
65.0,1,0,12.0,2,337.1,0
8.88,1,0,10.0,1,,0
28.21,1,1,10.0,1,,0
87.64,0,0,42.0,3,596.89,0
54.86,1,0,31.0,3,2515.5,0
39.11,1,0,21.0,3,,0
338.87,0,1,21.0,3,,0
55.1,1,0,18.0,3,,0
13.25,1,0,8.0,1,235.68,0
43.59,1,0,13.0,2,,0
43.59,1,0,13.0,2,2005.76,0
43.59,1,0,13.0,2,,0
109.44,0,0,11.0,1,1012.1,0
79.0,0,0,19.0,3,1167.17,0
73.34,0,0,10.0,1,441.11,1
63.5,1,0,14.0,3,295.11,0
63.5,1,0,14.0,3,295.11,0
50.01,1,0,8.0,1,838.66,0
13.51,1,0,17.0,3,887.25,0
36.44,1,0,11.0,1,1116.24,0
89.78,0,0,5.0,1,805.92,0
77.7,0,0,11.0,1,194.29,0
10.57,1,1,7.0,1,421.06,0
50.0,1,1,7.0,1,421.06,0
6.59,1,0,7.0,1,421.06,0
32.79,1,0,7.0,1,,0
13.45,1,0,6.0,1,128.82,0
27.22,1,0,8.0,1,393.08,0
74.0,0,0,10.0,1,,0
74.0,0,0,10.0,1,,0
19.37,1,0,8.0,1,,0
22.05,1,0,10.0,1,868.7,0
39.78,1,0,17.0,3,1451.73,0
106.73,0,0,13.0,2,,0
32.74,1,0,9.0,1,3343.5,0
28.4,1,0,2.0,1,162.05,0
54.51,1,0,6.0,1,,0
54.51,1,0,6.0,1,,0
54.51,1,0,6.0,1,,0
77.09,1,0,10.0,1,,0
77.09,1,0,10.0,1,,0
17.79,1,0,13.0,2,582.18,1
25.76,1,0,6.0,1,54.83,0
46.78,1,0,2.0,1,,0
411.56,0,0,12.0,2,334.81,0
411.56,0,0,12.0,2,334.81,0
25.58,1,0,9.0,1,,0
52.71,1,0,5.0,1,50.98,0
101.84,0,1,22.0,3,673.1,0
7.42,1,0,22.0,3,673.1,0
101.84,0,1,22.0,3,673.1,0
7.42,1,0,22.0,3,673.1,0
175.28,0,0,7.0,1,356.58,0
46.0,1,0,8.0,1,889.82,0
38.13,1,0,5.0,1,271.72,0
22.06,1,0,5.0,1,,0
16.68,1,0,6.0,1,,0
10.8,1,0,11.0,1,494.2,0
10.8,1,0,11.0,1,494.2,0
60.96,1,0,3.0,1,252.92,0
63.01,1,0,6.0,1,486.84,0
25.09,1,0,16.0,3,,0
86.44,0,0,5.0,1,77.42,0
97.45,0,0,11.0,1,,0
31.13,1,0,8.0,1,218.62,0
10.77,1,0,10.0,1,,0
69.66,0,0,7.0,1,275.4,0
70.47,0,0,8.0,1,482.34,0
70.47,0,0,8.0,1,,0
153.1,0,0,22.0,3,2808.86,1
57.68,1,0,3.0,1,,0
61.81,1,0,6.0,1,,0
18.97,1,0,9.0,1,300.69,0
18.97,1,0,9.0,1,300.69,0
14.89,1,0,6.0,1,1027.36,0
62.57,1,0,8.0,1,978.42,1
23.71,1,0,11.0,1,522.32,0
43.31,1,0,10.0,1,1672.11,0
214.76,0,0,11.0,1,,0
214.76,0,0,11.0,1,,0
214.76,0,0,11.0,1,,0
71.64,0,0,11.0,1,591.0,0
53.54,1,0,20.0,3,,0
14.67,1,0,10.0,1,421.85,0
14.67,1,0,10.0,1,421.85,0
37.19,1,0,20.0,3,2609.69,0
340.1,0,0,8.0,1,,0
340.1,0,0,8.0,1,,0
51.59,1,0,14.0,3,,0
419.04,0,0,10.0,1,391.5,0
61.05,1,0,17.0,3,,0
112.2,0,0,16.0,3,785.21,0
90.73,0,0,22.0,3,2456.48,0
624.68,0,0,10.0,1,834.0,0
624.68,0,0,10.0,1,834.0,0
10.35,1,0,4.0,1,199.5,0
45.16,1,0,46.0,3,625.44,0
53.31,1,0,13.0,2,,0
10.14,1,0,12.0,2,,0
52.57,1,0,22.0,3,,0
57.17,1,0,6.0,1,72.81,0
17.86,1,0,15.0,3,,0
57.02,1,0,18.0,3,560.97,0
29.22,1,0,11.0,1,,0
64.23,1,0,41.0,3,511.94,0
212.03,0,0,5.0,1,,0
65.81,1,0,14.0,3,655.16,0
38.88,1,0,4.0,1,7.23,0
111.89,0,0,6.0,1,,0
51.84,1,0,5.0,1,305.7,0
185.48,0,0,9.0,1,644.15,0
54.01,1,0,4.0,1,,0
321.74,0,0,7.0,1,,0
321.74,0,0,7.0,1,,0
33.75,1,0,10.0,1,584.54,0
77.87,0,0,17.0,3,463.3,0
80.56,0,0,44.0,3,2045.0,0
134.6,0,0,25.0,3,,0
92.57,0,0,6.0,1,36.56,0
13.39,1,0,6.0,1,58.99,0
31.08,1,0,12.0,2,844.95,0
84.56,0,0,14.0,3,385.18,0
163.02,0,0,20.0,3,,0
28.17,1,0,4.0,1,40.78,0
28.17,1,0,4.0,1,40.78,0
11.17,1,0,32.0,3,554.31,0
50.0,1,1,6.0,1,,0
20.9,1,0,6.0,1,,0
65.35,1,0,14.0,3,475.46,0
38.17,1,0,2.0,1,,0
38.17,1,0,2.0,1,295.98,0
49.37,1,0,19.0,3,335.81,0
49.37,1,0,19.0,3,335.81,0
93.04,1,0,20.0,3,1023.61,0
93.04,1,0,20.0,3,1023.61,0
22.0,1,0,4.0,1,,0
411.98,0,0,18.0,3,1586.12,0
411.98,0,0,18.0,3,,0
13.38,1,0,9.0,1,165.02,0
10.36,1,0,4.0,1,,0
1.57,1,1,4.0,1,,0
10.46,1,0,13.0,2,,0
32.88,1,0,5.0,1,,0
31.13,1,0,28.0,3,,0
10.81,1,0,15.0,3,429.16,0
66.54,1,0,10.0,1,1061.99,0
850.0,0,0,15.0,3,1820.68,0
850.0,0,0,15.0,3,1820.68,0
850.0,0,0,15.0,3,1820.68,0
850.0,0,0,15.0,3,1820.68,0
850.0,0,0,15.0,3,1820.68,0
35.74,1,0,13.0,2,,0
61.72,1,0,4.0,1,,0
106.38,0,0,19.0,3,,0
31.83,1,0,5.0,1,,1
31.83,1,0,5.0,1,,1
24.92,1,0,16.0,3,,0
10.77,1,0,5.0,1,302.07,0
57.36,1,0,4.0,1,71.21,0
57.36,1,0,4.0,1,71.21,0
84.78,0,0,7.0,1,,0
45.62,1,0,15.0,3,779.81,0
164.79,0,0,24.0,3,607.74,0
35.04,1,0,15.0,3,1668.11,0
21.18,1,0,5.0,1,508.11,0
25.2,1,0,22.0,3,652.26,0
25.2,1,0,22.0,3,652.26,0
25.2,1,0,22.0,3,652.26,0
78.1,0,0,7.0,1,,0
31.58,1,1,14.0,3,781.39,0
10.7,1,1,14.0,3,781.39,0
16.04,1,1,14.0,3,781.39,0
36.95,1,0,10.0,1,,0
286.25,0,0,15.0,3,1028.92,0
88.54,0,0,6.0,1,491.75,0
88.54,0,0,6.0,1,491.75,0
25.95,1,0,7.0,1,544.24,0
99.9,0,0,15.0,3,520.38,0
157.65,0,0,22.0,3,,0
41.07,1,0,43.0,3,1502.93,0
24.45,1,0,16.0,3,438.43,0
104.12,0,0,6.0,1,,0
181.66,0,0,9.0,1,322.28,0
354.23,0,1,11.0,1,,0
60.27,1,0,11.0,1,,0
97.27,1,0,2.0,1,31.69,0
22.69,1,0,11.0,1,,0
53.28,1,0,3.0,1,,0
25.83,1,0,19.0,3,,1
25.83,1,0,19.0,3,,1
76.56,0,0,10.0,1,682.69,0
10.52,1,0,10.0,1,709.02,0
47.51,1,0,17.0,3,,0
65.05,1,0,27.0,3,,0
48.62,1,0,8.0,1,,0
66.67,1,0,22.0,3,2703.25,0
66.67,1,0,22.0,3,,0
17.07,1,0,3.0,1,335.81,0
101.64,0,0,7.0,1,530.43,0
28.72,1,0,17.0,3,537.49,0
48.71,1,0,7.0,1,,0
68.75,0,0,7.0,1,,0
11.2,1,0,35.0,3,943.29,0
54.1,1,0,5.0,1,,0
26.93,1,0,6.0,1,300.44,0
28.32,1,1,6.0,1,366.45,1
44.24,1,0,6.0,1,366.45,1
28.32,1,1,6.0,1,,1
44.24,1,0,6.0,1,,1
100.05,1,0,5.0,1,255.81,0
100.05,1,0,5.0,1,255.81,0
24.79,1,0,2.0,1,,0
82.12,0,0,23.0,3,577.18,0
52.68,1,0,3.0,1,,0
40.09,1,0,9.0,1,,0
84.6,1,0,26.0,3,,0
45.1,1,0,12.0,2,,0
18.19,1,0,7.0,1,,0
55.94,1,0,5.0,1,,0
55.94,1,0,5.0,1,,0
44.85,1,0,2.0,1,,0
25.74,1,0,8.0,1,,0
46.16,1,0,17.0,3,1556.65,0
46.16,1,0,17.0,3,1556.65,0
123.33,0,0,19.0,3,847.73,0
44.2,1,0,10.0,1,503.17,0
53.13,1,0,13.0,2,690.21,0
37.39,1,0,5.0,1,384.17,0
49.67,1,0,20.0,3,705.63,0
49.67,1,0,20.0,3,705.63,0
49.67,1,0,20.0,3,705.63,0
49.67,1,0,20.0,3,705.63,0
83.45,0,0,13.0,2,485.27,0
137.93,0,0,18.0,3,,0
12.15,1,0,2.0,1,101.53,0
12.15,1,0,2.0,1,101.53,0
21.91,1,0,11.0,1,,0
21.91,1,0,11.0,1,,0
70.86,0,0,7.0,1,,0
64.2,1,0,23.0,3,1091.87,0
64.2,1,0,23.0,3,1091.87,0
26.09,1,0,6.0,1,,0
60.69,1,0,15.0,3,,0
74.83,0,0,9.0,1,,0
80.18,0,0,10.0,1,511.31,0
80.18,0,0,10.0,1,511.31,0
32.5,1,0,10.0,1,421.6,0
53.01,1,0,7.0,1,139.98,0
54.32,1,0,10.0,1,,0
54.32,1,0,10.0,1,,0
54.32,1,0,10.0,1,,0
106.85,0,0,10.0,1,424.56,0
51.02,1,0,14.0,3,319.45,0
90.15,1,0,18.0,3,,0
259.68,0,0,24.0,3,,0
54.27,1,0,3.0,1,,0
54.27,1,0,3.0,1,,0
54.27,1,0,3.0,1,,0
54.27,1,0,3.0,1,,0
54.27,1,0,3.0,1,,0
54.27,1,0,3.0,1,,0
31.54,1,0,15.0,3,2262.12,0
17.33,1,0,18.0,3,122.79,0
63.38,1,0,10.0,1,,0
88.08,0,0,6.0,1,,0
88.39,0,0,9.0,1,,0
12.26,1,1,11.0,1,1197.58,0
34.43,1,0,11.0,1,1197.58,0
38.03,1,0,10.0,1,,0
43.13,1,0,13.0,2,397.84,0
129.34,0,0,33.0,3,2091.28,0
96.22,0,0,8.0,1,327.06,1
131.2,0,0,9.0,1,186.74,0
41.13,1,0,5.0,1,99.32,0
109.21,1,0,9.0,1,247.01,0
109.21,1,0,9.0,1,247.01,0
22.29,1,0,7.0,1,218.03,0
33.78,1,0,30.0,3,1266.8,0
10.29,1,0,20.0,3,456.83,0
44.83,1,0,9.0,1,467.19,0
110.0,0,0,48.0,3,1822.0,0
745.51,0,0,23.0,3,722.8,0
51.79,1,0,11.0,1,306.82,0
19.72,1,0,9.0,1,95.35,0
68.44,0,0,6.0,1,,0
156.48,0,0,4.0,1,3.73,0
28.0,1,0,2.0,1,15.97,0
65.43,1,0,2.0,1,48.3,0
10.11,1,0,6.0,1,101.38,1
76.47,1,0,7.0,1,,0
76.47,1,0,7.0,1,,0
76.47,1,0,7.0,1,573.01,0
76.47,1,0,7.0,1,573.01,0
76.47,1,0,7.0,1,,0
32.03,1,0,4.0,1,,0
131.27,1,0,4.0,1,395.31,0
53.11,1,0,20.0,3,894.24,0
31.38,1,0,18.0,3,82.6,0
20.54,1,0,16.0,3,337.38,0
37.38,1,0,5.0,1,,0
52.38,1,0,21.0,3,15.75,0
51.63,1,0,12.0,2,,0
195.0,0,0,11.0,1,358.49,0
54.72,1,0,6.0,1,331.32,0
32.29,1,0,4.0,1,,0
91.62,1,0,8.0,1,421.28,0
11.86,1,0,25.0,3,,0
29.0,1,0,11.0,1,1985.77,0
35.59,1,0,2.0,1,119.97,0
31.37,1,0,34.0,3,,0
165.96,1,0,7.0,1,,1
165.96,1,0,7.0,1,,1
129.87,0,0,14.0,3,626.92,0
41.61,1,0,4.0,1,93.1,0
88.92,0,1,18.0,3,356.67,0
90.98,0,1,18.0,3,356.67,0
47.62,1,0,32.0,3,,0
51.32,1,0,6.0,1,312.9,0
92.81,0,0,11.0,1,939.02,0
68.71,0,0,4.0,1,,0
68.71,0,0,4.0,1,,0
39.61,1,0,3.0,1,243.98,0
39.61,1,0,3.0,1,296.54,0
39.61,1,0,3.0,1,243.98,0
127.44,0,0,11.0,1,458.91,1
679.43,0,0,10.0,1,,0
45.22,1,0,8.0,1,,0
67.06,0,0,13.0,2,907.21,0
36.09,1,0,8.0,1,399.65,0
52.92,1,0,8.0,1,,0
49.75,1,0,11.0,1,,0
88.69,0,0,9.0,1,,0
88.69,0,0,9.0,1,,0
69.0,0,0,13.0,2,84.72,0
70.04,0,0,13.0,2,84.72,0
82.13,0,0,9.0,1,766.03,0
78.7,0,0,19.0,3,,0
15.83,1,0,8.0,1,213.93,0
71.21,0,0,21.0,3,2624.76,0
150.7,0,0,9.0,1,245.3,0
53.35,1,0,11.0,1,604.76,0
53.35,1,0,11.0,1,604.76,0
60.0,1,0,9.0,1,,0
136.29,0,0,10.0,1,,0
142.51,0,0,3.0,1,90.67,0
29.78,1,0,2.0,1,,0
88.92,0,0,4.0,1,783.97,0
28.42,1,0,10.0,1,347.69,0
38.01,1,0,25.0,3,844.8,0
174.75,0,0,7.0,1,,0
33.54,1,0,7.0,1,139.04,0
37.5,1,0,8.0,1,,0
189.51,0,0,54.0,3,,0
63.71,1,0,10.0,1,165.77,0
63.67,1,0,28.0,3,,0
89.84,0,0,58.0,3,951.05,0
30.95,1,1,6.0,1,,0
654.41,0,0,13.0,2,1232.8,0
60.38,1,0,6.0,1,326.69,0
27.74,1,0,46.0,3,361.12,0
42.9,1,0,5.0,1,,0
28.28,1,0,19.0,3,937.89,0
175.76,1,0,15.0,3,505.41,0
54.0,1,0,28.0,3,1187.54,0
51.73,1,0,6.0,1,418.7,0
22.04,1,0,22.0,3,916.99,0
22.04,1,0,22.0,3,916.99,0
32.61,1,0,8.0,1,168.36,1
148.88,0,0,8.0,1,,0
148.88,0,0,8.0,1,,0
53.89,1,0,8.0,1,421.68,0
120.89,0,0,7.0,1,218.15,0
11.31,1,0,10.0,1,,0
35.46,1,0,13.0,2,,0
279.13,0,0,39.0,3,,1
25.41,1,0,10.0,1,584.16,0
50.34,1,0,8.0,1,,0
53.0,1,0,18.0,3,832.88,0
53.0,1,0,18.0,3,832.88,0
53.0,1,0,18.0,3,832.88,0
52.43,1,0,6.0,1,,0
47.53,1,0,13.0,2,51.17,0
13.99,1,0,12.0,2,669.22,0
35.24,1,0,4.0,1,,0
38.01,1,0,12.0,2,822.36,0
12.28,1,0,2.0,1,,0
12.28,1,0,2.0,1,,0
20.92,1,0,2.0,1,123.33,1
63.88,1,0,11.0,1,1765.64,0
65.55,1,0,22.0,3,1919.76,0
21.41,1,0,4.0,1,770.63,0
94.61,0,0,11.0,1,707.91,0
33.14,1,0,1.0,1,149.68,0
20.0,1,1,11.0,1,,0
20.0,1,1,11.0,1,,0
5.31,1,1,11.0,1,,0
13.0,1,0,7.0,1,592.47,0
34.0,1,0,9.0,1,686.66,0
31.45,1,0,5.0,1,432.91,0
80.81,0,0,22.0,3,,0
186.62,1,0,34.0,3,1009.19,0
177.32,0,0,23.0,3,1053.5,0
177.32,0,0,23.0,3,1053.5,0
177.32,0,0,23.0,3,1053.5,0
177.32,0,0,23.0,3,1053.5,0
47.74,1,0,5.0,1,77.07,0
47.74,1,0,5.0,1,77.07,0
238.34,0,0,22.0,3,1056.46,0
238.34,0,0,22.0,3,1068.36,0
238.34,0,0,22.0,3,1068.36,0
21.38,1,0,5.0,1,,1
54.0,1,0,13.0,2,423.55,0
10.9,1,0,13.0,2,347.95,0
41.2,1,0,28.0,3,345.29,0
160.16,0,0,3.0,1,3.41,0
33.7,1,0,8.0,1,,0
85.81,0,0,3.0,1,,0
55.43,1,0,9.0,1,440.98,0
253.93,1,0,14.0,3,801.8,0
88.07,0,0,10.0,1,,0
114.02,0,0,49.0,3,,0
111.82,1,0,3.0,1,,0
53.13,1,0,15.0,3,738.42,0
86.96,0,0,8.0,1,615.94,0
46.36,1,1,18.0,3,538.39,0
6.39,1,0,18.0,3,538.39,0
21.91,1,0,34.0,3,689.29,0
59.34,1,0,2.0,1,,0
40.76,1,0,7.0,1,85.4,0
25.82,1,0,15.0,3,,0
25.82,1,0,15.0,3,,0
153.1,0,0,9.0,1,2276.31,0
71.62,0,0,12.0,2,,0
31.78,1,0,6.0,1,,0
45.48,1,0,17.0,3,,0
116.42,1,0,11.0,1,181.47,0
34.55,1,0,15.0,3,311.32,0
116.34,0,0,7.0,1,431.88,0
116.34,0,0,7.0,1,431.88,0
48.06,1,0,11.0,1,,0
74.17,0,0,12.0,2,,0
35.46,1,0,13.0,2,1665.47,0
58.67,1,0,21.0,3,352.01,0
19.35,1,0,40.0,3,399.01,0
237.53,0,1,31.0,3,,0
35.09,1,0,13.0,2,595.06,0
64.6,1,0,6.0,1,459.0,0
39.77,1,0,8.0,1,,0
22.08,1,0,22.0,3,2097.21,0
118.12,0,0,12.0,2,,0
118.12,0,0,12.0,2,,0
391.19,1,0,14.0,3,295.87,0
81.24,0,0,22.0,3,,0
119.28,0,0,14.0,3,,0
60.72,1,0,29.0,3,721.76,0
46.6,1,0,9.0,1,1196.85,0
45.24,1,1,12.0,2,,0
151.2,0,0,14.0,3,,0
151.2,0,0,14.0,3,,0
26.23,1,0,12.0,2,153.97,0
15.28,1,0,5.0,1,53.14,0
15.28,1,0,5.0,1,53.14,0
32.46,1,0,4.0,1,429.69,1
56.46,1,0,7.0,1,484.85,0
56.94,1,0,16.0,3,245.82,0
44.31,1,1,16.0,3,245.82,0
267.38,0,0,8.0,1,457.69,0
267.38,0,0,8.0,1,457.69,0
32.43,1,0,2.0,1,,0
130.76,0,0,17.0,3,412.71,0
27.74,1,0,3.0,1,,0
42.4,1,0,28.0,3,749.49,0
54.89,1,0,13.0,2,,0
54.89,1,0,13.0,2,,0
54.89,1,0,13.0,2,,0
54.89,1,0,13.0,2,,0
54.89,1,0,13.0,2,,0
54.89,1,0,13.0,2,,0
65.0,1,0,28.0,3,509.38,0
30.7,1,0,24.0,3,2159.12,0
69.04,0,0,8.0,1,,0
102.55,0,0,5.0,1,350.22,0
102.55,0,0,5.0,1,418.61,0
12.36,1,0,12.0,2,125.12,1
162.03,1,0,11.0,1,1344.99,0
45.43,1,0,6.0,1,333.5,0
45.43,1,0,6.0,1,181.73,0
135.6,0,0,6.0,1,,0
42.2,1,0,8.0,1,592.54,0
29.84,1,0,13.0,2,621.77,0
47.29,1,0,8.0,1,470.3,0
32.07,1,0,6.0,1,1457.83,0
67.82,0,0,15.0,3,1187.86,0
20.87,1,0,14.0,3,319.72,1
20.87,1,0,14.0,3,319.72,1
20.87,1,0,14.0,3,319.72,1
37.42,1,0,5.0,1,349.75,0
182.35,0,0,5.0,1,346.18,0
113.2,0,0,14.0,3,,0
47.34,1,0,9.0,1,293.6,0
26.88,1,0,10.0,1,,0
56.36,1,0,6.0,1,75.79,0
